DJI_0001.JPG,0.1,240891.4401,543450.4236,139.033595
DJI_0002.JPG,0.1,240865.4535,543448.1307,138.583432
DJI_0003.JPG,0.1,240842.7122,543445.8152,138.306594
DJI_0004.JPG,0.1,240819.8246,543443.4577,138.149697
DJI_0005.JPG,0.1,240796.8243,543441.1361,138.008374
DJI_0006.JPG,0.1,240773.7702,543438.7106,138.085051
DJI_0007.JPG,0.1,240750.3,543436.3221,138.092371
DJI_0008.JPG,0.1,240727.4256,543433.9655,138.04471
DJI_0009.JPG,0.1,240704.3924,543431.6317,138.116998
DJI_0010.JPG,0.1,240681.471,543429.3288,138.139114
DJI_0011.JPG,0.1,240658.3459,543426.9064,138.290644
DJI_0012.JPG,0.1,240635.6297,543424.4961,138.29628
DJI_0013.JPG,0.1,240612.425,543421.9528,138.403779
DJI_0014.JPG,0.1,240591.449,543419.919,138.473933
DJI_0015.JPG,0.1,240586.2473,543464.0594,138.237115
DJI_0016.JPG,0.1,240611.2393,543466.6043,138.236451
DJI_0017.JPG,0.1,240634.167,543469.1062,138.224607
DJI_0018.JPG,0.1,240657.2779,543471.4419,138.210862
DJI_0019.JPG,0.1,240680.8186,543473.8278,138.033389
DJI_0020.JPG,0.1,240703.9132,543476.3629,137.811639
DJI_0021.JPG,0.1,240726.7162,543478.7502,137.613669
DJI_0022.JPG,0.1,240749.5508,543481.1736,137.499623
DJI_0023.JPG,0.1,240772.4482,543483.5553,137.402106
DJI_0024.JPG,0.1,240795.5004,543485.9392,137.558023
DJI_0025.JPG,0.1,240818.4382,543488.3135,137.665506
DJI_0026.JPG,0.1,240841.4538,543490.846,138.052966
DJI_0027.JPG,0.1,240864.4208,543493.1681,138.3294
DJI_0028.JPG,0.1,240885.6032,543495.2823,138.599541
DJI_0029.JPG,0.1,240880.7103,543539.2761,138.362368
DJI_0030.JPG,0.1,240855.6873,543536.7169,138.169257
DJI_0031.JPG,0.1,240832.7391,543534.6123,138.282296
DJI_0032.JPG,0.1,240809.6577,543532.1762,138.366971
DJI_0033.JPG,0.1,240786.5763,543529.9089,138.316058
DJI_0034.JPG,0.1,240763.7968,543527.5556,138.251201
DJI_0035.JPG,0.1,240740.2604,543525.0561,138.155082
DJI_0036.JPG,0.1,240717.2094,543522.6479,137.991721
DJI_0037.JPG,0.1,240694.1502,543520.4353,138.122801
DJI_0038.JPG,0.1,240671.3676,543517.9982,138.273191
DJI_0039.JPG,0.1,240648.1793,543515.6179,138.458507
DJI_0040.JPG,0.1,240625.3603,543513.1443,138.547941
DJI_0041.JPG,0.1,240602.2614,543510.7455,138.466338
DJI_0042.JPG,0.1,240581.2629,543508.5449,138.266426
DJI_0411.JPG,100,240773.156605,543483.567496,59.052039
